from,starting label,QID,label,depth,target
Q867510,Cypresses,Q47035126,Cypresses,4,1
Q1634926,Hugo Cassirer,Q106727050,Hugo Cassirer,5,1
Q160236,Metropolitan Museum of Art,Q458114,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q96971115,Gottlieb Friedrich Reber,4,1
Q1634926,Hugo Cassirer,Q27349,Hugo Cassirer,4,0
Q160236,Metropolitan Museum of Art,Q2876634,Metropolitan Museum of Art,3,1
Q104530765,Hugo Nathan,Q67311526,Hugo Nathan,5,0
Q160236,Metropolitan Museum of Art,Q163551,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q511,Metropolitan Museum of Art,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1371378,Two Poplars in the Alpilles near Saint-Rémy,4,0
Q26221197,Two Peasant Women Digging in Field with Snow,Q94839745,Two Peasant Women Digging in Field with Snow,1,1
Q160236,Metropolitan Museum of Art,Q27979524,Metropolitan Museum of Art,5,0
Q104530765,Hugo Nathan,Q47035126,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q467,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q63775,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q14623005,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q1188421,Metropolitan Museum of Art,4,0
Q20178788,Still Life with Apples,Q43845,Still Life with Apples,3,0
Q1634926,Hugo Cassirer,Q89582,Hugo Cassirer,4,1
Q17277888,Gottlieb Friedrich Reber,Q97753,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q50990573,Metropolitan Museum of Art,4,1
Q104530765,Hugo Nathan,Q18745022,Hugo Nathan,3,1
Q160236,Metropolitan Museum of Art,Q554620,Metropolitan Museum of Art,4,1
Q55680361,Oskar Reichel,Q12842489,Oskar Reichel,5,1
Q160236,Metropolitan Museum of Art,Q51037488,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q19913218,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q776175,Metropolitan Museum of Art,1,0
Q657415,Cleveland Museum of Art,Q36450,Cleveland Museum of Art,5,0
Q74128,Alfred Flechtheim,Q19989799,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q97285685,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q3442230,National Gallery of Art,5,0
Q867510,Cypresses,Q104918094,Cypresses,5,0
Q160236,Metropolitan Museum of Art,Q18379827,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q3411287,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q98801351,Alfred Flechtheim,1,1
Q867510,Cypresses,Q329439,Cypresses,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q14623005,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q160236,Metropolitan Museum of Art,Q3148760,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q21589753,Metropolitan Museum of Art,4,1
Q867510,Cypresses,Q21479251,Cypresses,4,1
Q657415,Cleveland Museum of Art,Q106787730,Cleveland Museum of Art,3,0
Q104530765,Hugo Nathan,Q7720110,Hugo Nathan,5,0
Q74128,Alfred Flechtheim,Q2805058,Alfred Flechtheim,3,1
Q1634926,Hugo Cassirer,Q104601081,Hugo Cassirer,4,0
Q17277888,Gottlieb Friedrich Reber,Q1568434,Gottlieb Friedrich Reber,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1622272,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q160236,Metropolitan Museum of Art,Q75286670,Metropolitan Museum of Art,5,0
Q104530765,Hugo Nathan,Q49757,Hugo Nathan,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q131524,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q20178788,Still Life with Apples,Q324935,Still Life with Apples,1,1
Q17277888,Gottlieb Friedrich Reber,Q4904268,Gottlieb Friedrich Reber,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q12842489,Two Poplars in the Alpilles near Saint-Rémy,2,1
Q104530765,Hugo Nathan,Q106727050,Hugo Nathan,5,1
Q867510,Cypresses,Q104694359,Cypresses,2,0
Q160236,Metropolitan Museum of Art,Q169319,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q72922,Metropolitan Museum of Art,5,0
Q21948567,Sunflowers,Q28692502,Sunflowers,5,0
Q104530765,Hugo Nathan,Q3568152,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q15709185,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q1162163,Gottlieb Friedrich Reber,2,0
Q214867,National Gallery of Art,Q1551926,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q764398,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q64216457,Gottlieb Friedrich Reber,4,1
Q160236,Metropolitan Museum of Art,Q19098835,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q10800557,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q109870350,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q860918,Metropolitan Museum of Art,5,0
Q55680361,Oskar Reichel,Q60010460,Oskar Reichel,4,1
Q160236,Metropolitan Museum of Art,Q1418856,Metropolitan Museum of Art,4,1
Q11770767,Still life with coffee pot  dishes and fruit,Q103479,Still life with coffee pot  dishes and fruit,2,1
Q160236,Metropolitan Museum of Art,Q261419,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q152002,Gottlieb Friedrich Reber,4,0
Q160236,Metropolitan Museum of Art,Q161106,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q108837588,Cypresses,5,1
Q1634926,Hugo Cassirer,Q673751,Hugo Cassirer,5,1
Q160236,Metropolitan Museum of Art,Q20010400,Metropolitan Museum of Art,5,0
Q26221184,Olive Picking,Q106727050,Olive Picking,4,1
Q17277888,Gottlieb Friedrich Reber,Q15619234,Gottlieb Friedrich Reber,5,1
Q21948567,Sunflowers,Q94378647,Sunflowers,5,0
Q26221184,Olive Picking,Q806798,Olive Picking,2,0
Q74128,Alfred Flechtheim,Q106727050,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q234052,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q50287327,Gottlieb Friedrich Reber,4,0
Q21948567,Sunflowers,Q20010400,Sunflowers,5,0
Q55680361,Oskar Reichel,Q352,Oskar Reichel,4,1
Q867510,Cypresses,Q28848149,Cypresses,2,1
Q160236,Metropolitan Museum of Art,Q3451370,Metropolitan Museum of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q23062739,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q74128,Alfred Flechtheim,Q10862983,Alfred Flechtheim,3,0
Q160236,Metropolitan Museum of Art,Q15619234,Metropolitan Museum of Art,2,1
Q74128,Alfred Flechtheim,Q7720110,Alfred Flechtheim,3,1
Q55680361,Oskar Reichel,Q4904268,Oskar Reichel,4,1
Q160236,Metropolitan Museum of Art,Q28035859,Metropolitan Museum of Art,5,1
Q214867,National Gallery of Art,Q99542700,National Gallery of Art,3,0
Q160236,Metropolitan Museum of Art,Q75328088,Metropolitan Museum of Art,5,0
Q5147536,Josef Feinhals,Q1622272,Josef Feinhals,2,0
Q104530765,Hugo Nathan,Q1792450,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q125634,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q47035126,Metropolitan Museum of Art,4,1
Q55680361,Oskar Reichel,Q99413897,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q2834124,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q60045,Gottlieb Friedrich Reber,5,0
Q657415,Cleveland Museum of Art,Q20078554,Cleveland Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q67311526,Gottlieb Friedrich Reber,2,0
Q867510,Cypresses,Q66677,Cypresses,4,1
Q214867,National Gallery of Art,Q79896273,National Gallery of Art,3,1
Q1634926,Hugo Cassirer,Q60729883,Hugo Cassirer,5,0
Q1634926,Hugo Cassirer,Q78060740,Hugo Cassirer,3,1
Q1634926,Hugo Cassirer,Q10800557,Hugo Cassirer,4,0
Q74128,Alfred Flechtheim,Q105757729,Alfred Flechtheim,5,0
Q666331,Foundation E.G. Bührle Collection,Q10732476,Foundation E.G. Bührle Collection,3,1
Q160236,Metropolitan Museum of Art,Q104439800,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q75385956,Metropolitan Museum of Art,5,0
Q104530765,Hugo Nathan,Q73357989,Hugo Nathan,5,0
Q160236,Metropolitan Museum of Art,Q452580,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q12362622,National Gallery of Art,3,0
Q867510,Cypresses,Q42973,Cypresses,4,0
Q214867,National Gallery of Art,Q17519173,National Gallery of Art,3,0
Q74128,Alfred Flechtheim,Q72958372,Alfred Flechtheim,3,1
Q214867,National Gallery of Art,Q3145951,National Gallery of Art,3,0
Q21948567,Sunflowers,Q33999,Sunflowers,5,0
Q160236,Metropolitan Museum of Art,Q104694359,Metropolitan Museum of Art,3,0
Q104530765,Hugo Nathan,Q104694359,Hugo Nathan,3,0
Q160236,Metropolitan Museum of Art,Q27568006,Metropolitan Museum of Art,5,1
Q214867,National Gallery of Art,Q76513772,National Gallery of Art,5,1
Q74128,Alfred Flechtheim,Q94764626,Alfred Flechtheim,1,1
Q160236,Metropolitan Museum of Art,Q102421082,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q26221228,Hugo Cassirer,5,1
Q324935,Ferenc Hatvany,Q4091878,Ferenc Hatvany,4,0
Q214867,National Gallery of Art,Q22954841,National Gallery of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1043967,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q160236,Metropolitan Museum of Art,Q34464,Metropolitan Museum of Art,4,0
Q21948567,Sunflowers,Q58433306,Sunflowers,5,1
Q74128,Alfred Flechtheim,Q205456,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q2095549,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q104439776,National Gallery of Art,5,1
Q214867,National Gallery of Art,Q15709188,National Gallery of Art,5,0
Q74128,Alfred Flechtheim,Q232972,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q104439776,Metropolitan Museum of Art,3,1
Q1634926,Hugo Cassirer,Q2657718,Hugo Cassirer,4,0
Q74128,Alfred Flechtheim,Q56555894,Alfred Flechtheim,5,1
Q17277888,Gottlieb Friedrich Reber,Q222728,Gottlieb Friedrich Reber,2,1
Q160236,Metropolitan Museum of Art,Q110637123,Metropolitan Museum of Art,5,1
Q324935,Ferenc Hatvany,Q1549283,Ferenc Hatvany,3,0
Q160236,Metropolitan Museum of Art,Q75953496,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q20078554,Cypresses,4,0
Q11770767,Still life with coffee pot  dishes and fruit,Q4164507,Still life with coffee pot  dishes and fruit,2,1
Q160236,Metropolitan Museum of Art,Q998550,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q602358,Alfred Flechtheim,4,0
Q214867,National Gallery of Art,Q190804,National Gallery of Art,5,1
Q160236,Metropolitan Museum of Art,Q60514834,Metropolitan Museum of Art,3,1
Q867510,Cypresses,Q1970746,Cypresses,4,0
Q74128,Alfred Flechtheim,Q27096203,Alfred Flechtheim,3,1
Q867510,Cypresses,Q106213,Cypresses,5,1
Q55680361,Oskar Reichel,Q3557533,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q46002746,Metropolitan Museum of Art,5,0
Q26221201,Two Diggers among Trees,Q28860082,Two Diggers among Trees,5,1
Q160236,Metropolitan Museum of Art,Q16000367,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q1752085,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q18669900,Metropolitan Museum of Art,5,1
Q867510,Cypresses,Q28860082,Cypresses,3,1
Q17277888,Gottlieb Friedrich Reber,Q47530987,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q33999,Metropolitan Museum of Art,3,0
Q1634926,Hugo Cassirer,Q17355822,Hugo Cassirer,5,0
Q867510,Cypresses,Q104917373,Cypresses,4,1
Q104530765,Hugo Nathan,Q25393460,Hugo Nathan,5,0
Q160236,Metropolitan Museum of Art,Q4987244,Metropolitan Museum of Art,5,1
Q74128,Alfred Flechtheim,Q768717,Alfred Flechtheim,2,1
Q55680361,Oskar Reichel,Q49277675,Oskar Reichel,3,1
Q11770767,Still life with coffee pot  dishes and fruit,Q10732476,Still life with coffee pot  dishes and fruit,2,1
Q55680361,Oskar Reichel,Q43845,Oskar Reichel,5,0
Q867510,Cypresses,Q13218361,Cypresses,5,0
Q160236,Metropolitan Museum of Art,Q317188,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q106866308,Gottlieb Friedrich Reber,5,1
Q29441758,Margarete Mauthner,Q1792450,Margarete Mauthner,5,1
Q160236,Metropolitan Museum of Art,Q1970746,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q179718,Gottlieb Friedrich Reber,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q2659670,Two Poplars in the Alpilles near Saint-Rémy,3,0
Q867510,Cypresses,Q56555894,Cypresses,3,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q6419949,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q26221201,Two Diggers among Trees,Q1792450,Two Diggers among Trees,5,1
Q160236,Metropolitan Museum of Art,Q452379,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q173950,National Gallery of Art,3,1
Q26221201,Two Diggers among Trees,Q21479251,Two Diggers among Trees,4,1
Q160236,Metropolitan Museum of Art,Q5544847,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q78793,Hugo Cassirer,3,1
Q1634926,Hugo Cassirer,Q10732476,Hugo Cassirer,3,1
Q160236,Metropolitan Museum of Art,Q65059,Metropolitan Museum of Art,4,1
Q1634926,Hugo Cassirer,Q1810348,Hugo Cassirer,3,1
Q160236,Metropolitan Museum of Art,Q40023372,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q76328871,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q806798,National Gallery of Art,3,0
Q74128,Alfred Flechtheim,Q74432,Alfred Flechtheim,2,1
Q160236,Metropolitan Museum of Art,Q11075015,Metropolitan Museum of Art,5,0
Q104530765,Hugo Nathan,Q15432931,Hugo Nathan,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q907660,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q1634926,Hugo Cassirer,Q593644,Hugo Cassirer,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q446858,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q160236,Metropolitan Museum of Art,Q39013,Metropolitan Museum of Art,1,0
Q160236,Metropolitan Museum of Art,Q4239850,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q354034,Metropolitan Museum of Art,5,0
Q21948567,Sunflowers,Q1321055,Sunflowers,5,1
Q214867,National Gallery of Art,Q3220784,National Gallery of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q19883783,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q3568152,Metropolitan Museum of Art,4,1
Q21948567,Sunflowers,Q51955019,Sunflowers,5,0
Q160236,Metropolitan Museum of Art,Q2251335,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q82955,Hugo Cassirer,5,0
Q26221197,Two Peasant Women Digging in Field with Snow,Q52086999,Two Peasant Women Digging in Field with Snow,2,1
Q160236,Metropolitan Museum of Art,Q91763,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q1768721,Cypresses,3,0
Q160236,Metropolitan Museum of Art,Q2092993,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q152564,Metropolitan Museum of Art,5,0
Q29441758,Margarete Mauthner,Q60469188,Margarete Mauthner,5,1
Q160236,Metropolitan Museum of Art,Q239303,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q620933,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q47906,Metropolitan Museum of Art,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q17378135,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q104530765,Hugo Nathan,Q2960213,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q1552207,Metropolitan Museum of Art,2,1
Q5147536,Josef Feinhals,Q66677,Josef Feinhals,1,1
Q74128,Alfred Flechtheim,Q13382529,Alfred Flechtheim,2,0
Q55680361,Oskar Reichel,Q77257348,Oskar Reichel,3,1
Q160236,Metropolitan Museum of Art,Q75381475,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q1979607,Metropolitan Museum of Art,3,0
Q867510,Cypresses,Q173950,Cypresses,2,1
Q3783572,Harvard Art Museums,Q602358,Harvard Art Museums,5,0
Q160236,Metropolitan Museum of Art,Q5582,Metropolitan Museum of Art,2,1
Q3783572,Harvard Art Museums,Q48968006,Harvard Art Museums,5,0
Q160236,Metropolitan Museum of Art,Q85626,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q1750541,Metropolitan Museum of Art,2,1
Q1634926,Hugo Cassirer,Q97753,Hugo Cassirer,4,1
Q74128,Alfred Flechtheim,Q15296811,Alfred Flechtheim,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q102024112,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q74128,Alfred Flechtheim,Q18939491,Alfred Flechtheim,5,0
Q74128,Alfred Flechtheim,Q11613590,Alfred Flechtheim,5,0
Q156426,Alexej von Jawlensky,Q20078554,Alexej von Jawlensky,5,0
Q21948567,Sunflowers,Q49133,Sunflowers,4,1
Q214867,National Gallery of Art,Q302556,National Gallery of Art,5,0
Q55680361,Oskar Reichel,Q689638,Oskar Reichel,5,0
Q21948567,Sunflowers,Q10862983,Sunflowers,5,0
Q160236,Metropolitan Museum of Art,Q100740509,Metropolitan Museum of Art,2,0
Q303139,Belvedere,Q73357989,Belvedere,1,0
Q324935,Ferenc Hatvany,Q173950,Ferenc Hatvany,3,1
Q21948567,Sunflowers,Q18120969,Sunflowers,5,0
Q1634926,Hugo Cassirer,Q47001605,Hugo Cassirer,5,1
Q21948567,Sunflowers,Q4091875,Sunflowers,5,0
Q104530765,Hugo Nathan,Q25391673,Hugo Nathan,4,1
Q214867,National Gallery of Art,Q75788804,National Gallery of Art,4,1
Q214867,National Gallery of Art,Q777344,National Gallery of Art,3,1
Q74128,Alfred Flechtheim,Q19754058,Alfred Flechtheim,4,1
Q214867,National Gallery of Art,Q1766280,National Gallery of Art,5,0
Q156426,Alexej von Jawlensky,Q10732476,Alexej von Jawlensky,1,1
Q160236,Metropolitan Museum of Art,Q3906134,Metropolitan Museum of Art,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q5934356,Two Poplars in the Alpilles near Saint-Rémy,4,1
Q160236,Metropolitan Museum of Art,Q105186,Metropolitan Museum of Art,5,0
Q29441758,Margarete Mauthner,Q10732476,Margarete Mauthner,1,1
Q867510,Cypresses,Q6762972,Cypresses,5,1
Q21948567,Sunflowers,Q2041543,Sunflowers,5,0
Q55680361,Oskar Reichel,Q94764626,Oskar Reichel,5,1
Q1634926,Hugo Cassirer,Q1573212,Hugo Cassirer,5,0
Q26221201,Two Diggers among Trees,Q2148186,Two Diggers among Trees,5,1
Q160236,Metropolitan Museum of Art,Q3350444,Metropolitan Museum of Art,4,0
Q21948567,Sunflowers,Q14623005,Sunflowers,5,0
Q160236,Metropolitan Museum of Art,Q131524,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q160869,Metropolitan Museum of Art,4,0
Q55680361,Oskar Reichel,Q10732476,Oskar Reichel,1,1
Q214867,National Gallery of Art,Q98806862,National Gallery of Art,3,1
Q160236,Metropolitan Museum of Art,Q1524643,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q99413897,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q4882133,Metropolitan Museum of Art,4,0
Q29441758,Margarete Mauthner,Q78793,Margarete Mauthner,5,1
Q160236,Metropolitan Museum of Art,Q1115886,Metropolitan Museum of Art,4,0
Q11770767,Still life with coffee pot  dishes and fruit,Q36180,Still life with coffee pot  dishes and fruit,2,0
Q156426,Alexej von Jawlensky,Q3181656,Alexej von Jawlensky,3,0
Q160236,Metropolitan Museum of Art,Q766863,Metropolitan Museum of Art,2,1
Q160236,Metropolitan Museum of Art,Q14541808,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q372964,Metropolitan Museum of Art,4,0
Q214867,National Gallery of Art,Q2186896,National Gallery of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q104820943,Gottlieb Friedrich Reber,4,1
Q160236,Metropolitan Museum of Art,Q296555,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q1565911,Cypresses,3,1
Q1634926,Hugo Cassirer,Q222728,Hugo Cassirer,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q7042855,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q160236,Metropolitan Museum of Art,Q70189,Metropolitan Museum of Art,5,0
Q657415,Cleveland Museum of Art,Q190804,Cleveland Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q4532135,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q3346473,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q1043967,Metropolitan Museum of Art,4,1
Q666331,Foundation E.G. Bührle Collection,Q82955,Foundation E.G. Bührle Collection,3,0
Q3783572,Harvard Art Museums,Q3181656,Harvard Art Museums,2,0
Q214867,National Gallery of Art,Q325810,National Gallery of Art,4,1
Q26221184,Olive Picking,Q2041543,Olive Picking,4,0
Q55680361,Oskar Reichel,Q20078554,Oskar Reichel,5,0
Q74128,Alfred Flechtheim,Q2208214,Alfred Flechtheim,3,1
Q74128,Alfred Flechtheim,Q20267585,Alfred Flechtheim,5,1
Q160236,Metropolitan Museum of Art,Q19914011,Metropolitan Museum of Art,3,1
Q21948567,Sunflowers,Q78060740,Sunflowers,5,1
Q160236,Metropolitan Museum of Art,Q864380,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q12362622,Alfred Flechtheim,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q69574,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q160236,Metropolitan Museum of Art,Q313832,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q25393460,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q20080422,Gottlieb Friedrich Reber,2,1
Q21948567,Sunflowers,Q43845,Sunflowers,5,0
Q55680361,Oskar Reichel,Q768717,Oskar Reichel,4,1
Q17277888,Gottlieb Friedrich Reber,Q30335959,Gottlieb Friedrich Reber,1,1
Q1634926,Hugo Cassirer,Q20167246,Hugo Cassirer,5,1
Q74128,Alfred Flechtheim,Q10732476,Alfred Flechtheim,1,1
Q160236,Metropolitan Museum of Art,Q15987216,Metropolitan Museum of Art,3,0
Q1634926,Hugo Cassirer,Q2894644,Hugo Cassirer,4,1
Q74128,Alfred Flechtheim,Q1768721,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q901402,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q2644803,Metropolitan Museum of Art,4,1
Q214867,National Gallery of Art,Q4532138,National Gallery of Art,4,0
Q160236,Metropolitan Museum of Art,Q647419,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q93734702,Alfred Flechtheim,5,1
Q17277888,Gottlieb Friedrich Reber,Q33231,Gottlieb Friedrich Reber,4,0
Q17277888,Gottlieb Friedrich Reber,Q1397808,Gottlieb Friedrich Reber,4,0
Q160236,Metropolitan Museum of Art,Q3937730,Metropolitan Museum of Art,3,0
Q104530765,Hugo Nathan,Q56555894,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q560643,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q80317,Metropolitan Museum of Art,3,1
Q1634926,Hugo Cassirer,Q51955019,Hugo Cassirer,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q15296811,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q104530765,Hugo Nathan,Q1565911,Hugo Nathan,4,1
Q160236,Metropolitan Museum of Art,Q1519034,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q120993,Cypresses,5,1
Q160236,Metropolitan Museum of Art,Q66495020,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q77823005,Metropolitan Museum of Art,5,0
Q26221184,Olive Picking,Q486748,Olive Picking,4,0
Q160236,Metropolitan Museum of Art,Q373048,Metropolitan Museum of Art,5,0
Q29441758,Margarete Mauthner,Q510324,Margarete Mauthner,4,1
Q160236,Metropolitan Museum of Art,Q3853758,Metropolitan Museum of Art,5,1
Q17277888,Gottlieb Friedrich Reber,Q20267585,Gottlieb Friedrich Reber,5,0
Q74128,Alfred Flechtheim,Q19883498,Alfred Flechtheim,3,1
Q104530765,Hugo Nathan,Q20078554,Hugo Nathan,5,0
Q160236,Metropolitan Museum of Art,Q106323898,Metropolitan Museum of Art,5,0
Q26221184,Olive Picking,Q42973,Olive Picking,3,0
Q160236,Metropolitan Museum of Art,Q83874292,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q3639582,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q20539215,Cypresses,4,1
Q160236,Metropolitan Museum of Art,Q238478,Metropolitan Museum of Art,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1768721,Two Poplars in the Alpilles near Saint-Rémy,3,0
Q657415,Cleveland Museum of Art,Q73357989,Cleveland Museum of Art,1,0
Q214867,National Gallery of Art,Q1968442,National Gallery of Art,4,1
Q5147536,Josef Feinhals,Q108841920,Josef Feinhals,1,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q61446519,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q214867,National Gallery of Art,Q1792450,National Gallery of Art,4,1
Q160236,Metropolitan Museum of Art,Q15987490,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q26772533,Metropolitan Museum of Art,5,0
Q26221201,Two Diggers among Trees,Q60729883,Two Diggers among Trees,5,0
Q11770767,Still life with coffee pot  dishes and fruit,Q28146931,Still life with coffee pot  dishes and fruit,2,1
Q1634926,Hugo Cassirer,Q95541,Hugo Cassirer,4,1
Q160236,Metropolitan Museum of Art,Q26722705,Metropolitan Museum of Art,5,0
Q5147536,Josef Feinhals,Q108829905,Josef Feinhals,2,1
Q867510,Cypresses,Q83874292,Cypresses,5,1
Q160236,Metropolitan Museum of Art,Q42973,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q18939491,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q75382955,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q110146410,Metropolitan Museum of Art,3,0
Q867510,Cypresses,Q96522,Cypresses,1,1
